"","municipio","uf","lat","long"
"202","São João do Arraial","PI",-3.8202548,-42.4476773
"203","São João do Piauí","PI",-8.36005165,-42.25164665
"204","São Julião","PI",-7.08366216666667,-40.8239710333333
"205","São Lourenço do Piauí","PI",-9.16832185,-42.54916115
"206","São Luis do Piauí","PI",-6.82248145,-41.32119845
"207","São Miguel da Baixa Grande","PI",-5.8602662,-42.1899535
"208","São Miguel do Fidalgo","PI",-7.59520925,-42.37037775
"209","São Miguel do Tapuio","PI",-5.4963045,-41.3134034714286
"210","São Pedro do Piauí","PI",-5.92775135714286,-42.7218792285714
"211","São Raimundo Nonato","PI",-9.01407893846154,-42.6963208153846
"212","Tamboril do Piauí","PI",-8.3937045,-42.90273055
"213","Tanque do Piauí","PI",-6.5989149,-42.28181085
"214","Teresina","PI",-5.09088609411765,-42.7992172970588
"215","União","PI",-4.58866605,-42.8612688125
"216","Uruçuí","PI",-7.23463395,-44.5545469625
"217","Valença do Piauí","PI",-6.40715765454545,-41.7471736272727
"218","Vera Mendes","PI",-7.6013956,-41.47143325
"219","Vila Nova do Piauí","PI",-7.1380634,-40.93843365
"220","Várzea Branca","PI",-9.23630635,-42.9698514
"221","Várzea Grande","PI",-6.54531422,-42.24679212
"222","Wall Ferraz","PI",-7.23619675,-41.9086063
"223","Água Branca","PI",-5.88997744285714,-42.6384012
